500040,Century Textiles ,
505230,Cimmco ,
523367,DCM Shriram ,
532716,Gillanders Arbut ,
500300,Grasim Inds. ,
532770,Hanung Toys & Textil ,
511618,JIK Industries ,
502937,Kesoram Industri ,
500510,L&T*,
526235,Mercator Ltd. ,
513023,Nava Bharat Ventures*,
505355,Nesco Ltd.*,
502420,Orient Paper ,
506022,Prakash Indus.*,
500325,Reliance Inds.*,
590062,The Andhra Sugars ,
500575,Voltas Ltd. ,
539455,Deepti Alloy Ste ,
500031,Bajaj Electricals*,
517421,Butterfly Gandhima ,
531306,DHP India Ltd. ,
540699,Dixon Technologies*,
531608,Gorani Industrie ,
508486,Hawkins Cookers*,
505726,IFB Industries ,
541083,Inflame Appliances ,
505840,Jaipan Industrie ,
504269,Khaitan Electric ,
526671,Matra Kaushal Enter ,
526143,MPL Plastics ,
517224,Neulands Global Ind ,
531699,Super Domestic M ,
517385,Symphony ,
500418,Tokyo Plast Inte ,
517506,TTK Prestige L*,
500945,Value Industries Ltd ,
500238,Whirlpool of Ind ,
500219,Jain Irrigation ,
530449,Rungta Irrigatio ,
540079,Sprayking Agro Equip ,
531508,Eveready Industr*,
504176,High Energy Bat. ,
504058,Indo National ,
504093,Panasonic Energy Ind ,
526117,Shervani Ind.Syn ,
531592,Adi Rasayan Limi ,
524598,AksharChem (India) ,
506597,Amal Ltd.*,
532853,Asahi Songwon Colors ,
500027,Atul Ltd.*,
530197,Bagadia Colourch ,
530803,Bhageria Industries*,
524370,Bodal Chemicals ,
524440,Camex Ltd. ,
530191,Chromatic India ,
506390,Clariant Chemicals ( ,
530825,Daikaffil Chemic ,
524818,Dynamic Industri ,
532707,Dynemic Products ,
523586,Indian Toners*,
524458,Indo Euro Indchem ,
504092,Indokem Ltd. ,
531109,Ishan Dyes & Che ,
524592,J D Orgochem ,
506910,Jaysynth Dystuff ,
532967,Kiri Industries ,
524570,Poddar Pigments ,
507645,Polson Ltd. ,
531257,Pratiksha Chemic ,
506642,Sadhana Nitro ,
524336,Shree Hari Chem. ,
526335,Shreyas Intermed ,
506655,Sudarshan Chem. ,
506685,Ultramarine Pig.*,
531717,Vidhi Specialty Food ,
530627,Vipul Organics ,
524576,Vivid Global Industr*,
539939,Yash Chemex Ltd. ,
539807,Infibeam Avenues ,
500215,Agro Tech Foods Ltd. ,
519216,Ajanta Soya Ltd. ,
519383,Anik Industries ,
519174,Ashiana Agro Ind ,
519105,AVT Natural Prod*,
524332,BCL Industries ,
519477,CIAN Agro Industries ,
526285,Divya Jyoti Industri ,
539725,Gokul Agro Resources ,
532980,Gokul Refoils & Solv ,
524226,Guj. Amb.Exports*,
524614,Indian Extractio ,
507580,IVP ,
530915,JR Foods Ltd ,
519248,JVL Agro Industries ,
526423,Kriti Industries ,
533210,Kriti Nutrients ,
515059,Madhusudan Indus ,
507652,Mahavir Green Crop ,
519003,Modi Naturals ,
519494,N K Industries L ,
530119,Natraj Proteins ,
538547,Oasis Tradelink Ltd. ,
519439,Pioneer Agro Ext ,
519359,Poona Dal & Oil ,
531246,Prima Industries ,
519299,Prime Industries ,
531265,Progressive Extr ,
533093,Raj Oil Mills Ltd.*,
507649,Rasoi Ltd. ,
531522,Rasoya Proteins*,
519230,Richirich Inventures ,
509020,Ruchi Infrastructure ,
500368,Ruchi Soya Inds. ,
507663,Sagar Soya Prod. ,
532005,Sam Industries L ,
519260,Sanwaria Consumer*,
519242,Sarda Proteins L ,
531547,Tirupathi Indus ,
519303,Trombo Extractions ,
539132,Vegetable Products ,
531069,Vijay Solvex Ltd ,
519373,Vimal Oil & Food ,
541401,Arihant Institute ,
533260,Career Point ,
540403,CL Educate ,
532696,Educomp Solutions ,
506180,Emergent Global Edu ,
540062,Golden Crest Edu. ,
508918,Greycells Education ,
531840,IEC Education Ltd. ,
534312,MT Educare Ltd. ,
540497,S Chand & Company ,
539921,Shanti Educational I ,
540736,Siddharth Education ,
539682,Sylph Education Solu ,
533540,Tree House Education ,
532398,Usha Martin Educatio ,
539761,Vantage Knowledge ,
534741,Virtual Global Edu ,
509026,VJTF Eduservices ,
533287,Zee Learn Ltd. ,
500002,ABB India ,
534612,Advance Metering Tec ,
539196,Amba Enterprises ,
517481,Artech Power & Trad ,
500093,CG Power and Indust ,
531460,Continental Cont ,
539876,Crompton Greaves Con ,
532751,Easun Reyrolle L ,
532491,ECE Industries ,
504000,Elpro Internl. ,
532658,Eon Electric ,
530407,EPIC Energy Ltd. ,
533109,Euro Multivision Ltd ,
517354,Havells India ,
540136,HPL Electric & Power ,
517380,Igarashi Motors Indi*,
504080,JSL Industries ,
504076,Jyoti ,
504084,Kaycee Inds. ,
533193,Kirloskar Elect ,
517170,KLKElectrical ,
539599,Kotia Enterprises ,
504258,Lakshmi Elect. ,
506261,Modison Metals L ,
541301,Orient Electric ,
531888,Rexnord Electron ,
540358,RMC Switchgears ,
517059,Salzer Electr. ,
534139,Schneider Electric*,
517548,Starlite Compone ,
522085,Stone India ,
533298,Surana Solar ,
532051,Swelect Energy Syste ,
517201,Switching Tech. ,
504273,Tumus Ele Corp L ,
532953,V-Guard Ind.Ltd. ,
504220,W S Industries ,
517498,Websol Energy System ,
500246,Envair Electrodyne ,
522064,Honda Siel Power*,
533553,TD Power Systems Ltd ,
533655,Triveni Turbine ,
531047,Advance Powerinfra ,
517546,Alfa Transformer ,
532259,Apar Industries*,
503960,Bharat Bijlee ,
504008,Emco Ltd. ,
517571,IMP Powers ,
517467,Marsons Ltd. ,
531215,RTS Power Corpor ,
531201,Shilchar Technologie ,
539255,Star Delta Trans ,
533203,Tarapur Transformers ,
533644,Ujaas Energy ,
509488,Graphite India Ltd.*,
509631,HEG Ltd. ,
508941,Panasonic Carbon Ind ,
531233,Rasi Electrodes ,
540879,Apollo Micro Systems ,
517246,BCC Fuba India ,
500049,Bharat Electroni ,
517544,Centum Electronics L ,
523100,Cosmo Ferrites ,
504286,Delta Magnets Ltd. ,
504256,Deltron*,
517264,Fine Line Circu. ,
530343,Genus Power Infrastr*,
517288,Gujarat Poly Electro ,
504036,Hind Rectifiers ,
517370,Incap Ltd. ,
531889,Integrated Tech ,
517463,Linaks Micro Ele ,
538401,Maestros Electronics ,
540730,Mehai Technololgy ,
532850,MIC Electronics Ltd. ,
533581,PG Electroplast Ltd. ,
523289,Rama Vision ,
517035,Ruttonsha Intl. ,
500372,Samtel Color*,
500371,Samtel India ,
509015,Thakral Services (In ,
531404,Zicom Electronic ,
533292,A2Z Infra Engineer ,
513149,Acrow India ,
530621,Akar Auto Industries ,
505216,Alfred Herbert I*,
531112,Amaze Entertech ,
522134,Artson Engg. ,
532493,Astra Microwave*,
523850,Axtel Industries ,
